book	chapter	verse	text	lemma	pos	case	gender	animacy	number	definiteness	degree	strength	verbform	tense	mood	aspect	voice	person	polarity	politeness	clusivity	evidentiality	strength
Genesis	36	14	uxoris	uxor	noun	genitive	feminine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	14	Esau	Esau	proper_noun	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	14	quos	qui	pronoun	accusative	masculine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	14	genuit	gigno	verb	-	-	-	singular	-	-	-	finite	past	indicative	perfective	active	third	-	-	-	-	-
Genesis	36	14	ei	is	pronoun	dative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	14	Hieus	Hieus	noun	nominative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	14	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	14	Hielom	Hielom	verb	-	-	-	singular	-	-	-	finite	present	indicative	imperfective	active	second	-	-	-	-	-
Genesis	36	14	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	14	Core	Core	numeral	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	14	;	;	punctuation	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	15	hii	hius	adjective	nominative	masculine	-	plural	-	positive	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	15	duces	dux	noun	nominative	masculine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	15	filiorum	filius	noun	genitive	masculine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	15	Esau	Esau	proper_noun	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	15	filii	filius	noun	genitive	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	15	Eliphaz	Eliphaz	proper_noun	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	15	primogeniti	primogenitum	noun	genitive	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	15	Esau	Esau	proper_noun	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	15	dux	dux	noun	nominative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	15	Theman	Theman	noun	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	15	dux	dux	noun	nominative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	15	Omar	Omar	proper_noun	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	15	dux	dux	noun	nominative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	15	Sephu	Sephu	punctuation	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	15	dux	dux	noun	nominative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	15	Cenez	Cenez	proper_noun	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	15	;	;	punctuation	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	16	dux	dux	noun	nominative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	16	Core	Core	noun	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	16	dux	dux	noun	nominative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	16	Gatham	Gatham	noun	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	16	dux	dux	noun	nominative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	16	Amalech	Amalech	noun	nominative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	16	hii	hic	determiner	nominative	masculine	-	plural	-	-	-	-	-	-	-	-	psor	-	-	-	-	-
Genesis	36	16	filii	filius	noun	nominative	masculine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	16	Eliphaz	Eliphaz	proper_noun	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	16	in	in	adposition	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	16	terra	terra	noun	ablative	feminine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	16	Edom	Edom	proper_noun	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	16	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	16	hii	hic	noun	nominative	masculine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	16	filii	filius	noun	genitive	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	16	Adae	Adae	proper_noun	genitive	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	16	;	;	punctuation	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	17	hii	hic	noun	nominative	masculine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	17	quoque	quoque	adverb	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	17	filii	filius	noun	nominative	masculine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	17	Rauhel	Rauhel	noun	-	-	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	17	filii	filius	noun	genitive	masculine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	17	Esau	Esau	proper_noun	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	17	dux	dux	noun	nominative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	17	Naath	Naath	noun	genitive	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	17	dux	dux	noun	nominative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	17	Zara	Zara	proper_noun	genitive	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	17	dux	dux	noun	nominative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	17	Semma	Semma	noun	genitive	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	17	dux	dux	noun	nominative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	17	Meza	Meza	noun	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	17	hii	hic	determiner	nominative	masculine	-	plural	-	-	-	-	-	-	-	-	psor	-	-	-	-	-
Genesis	36	17	duces	dux	noun	nominative	masculine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	17	Rauhel	Rauhel	noun	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	17	in	in	adposition	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	17	terra	terra	noun	ablative	feminine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	17	Edom	Edom	proper_noun	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	17	isti	iste	determiner	nominative	masculine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	17	filii	filius	noun	genitive	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	17	Basemath	Basemath	noun	genitive	feminine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	17	uxoris	uxor	noun	genitive	feminine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	17	Esau	Esau	proper_noun	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	17	;	;	punctuation	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	18	hii	hic	noun	nominative	masculine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	18	autem	autem	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	18	filii	filius	noun	nominative	masculine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	18	Oolibama	Oolibamus	noun	genitive	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	18	uxoris	uxor	noun	genitive	feminine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	18	Esau	Esau	proper_noun	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	18	dux	dux	noun	nominative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	18	Hieus	Hieus	noun	-	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	18	dux	dux	noun	nominative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	18	Hielom	Hielom	noun	genitive	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	18	dux	dux	noun	nominative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	18	Core	Core	noun	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	18	hii	hic	determiner	nominative	masculine	-	plural	-	-	-	-	-	-	-	-	psor	-	-	-	-	-
Genesis	36	18	duces	dux	noun	accusative	masculine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	18	Oolibama	Oolibamus	noun	genitive	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	18	filiae	filia	noun	genitive	feminine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	18	Ana	Ana	numeral	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	18	uxoris	uxor	noun	genitive	feminine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	18	Esau	Esau	proper_noun	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	18	;	;	punctuation	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	19	isti	iste	determiner	nominative	masculine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	19	filii	filius	noun	nominative	masculine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	19	Esau	Esau	proper_noun	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	19	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	19	hii	hic	pronoun	nominative	masculine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	19	duces	dux	noun	nominative	masculine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	19	eorum	is	pronoun	genitive	masculine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	19	ipse	ipse	pronoun	nominative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	19	est	sum	auxiliary	-	-	-	singular	-	-	-	finite	present	indicative	-	active	third	-	-	-	-	-
Genesis	36	19	Edom	Edom	proper_noun	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	19	;	;	punctuation	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	20	isti	iste	determiner	nominative	masculine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	20	filii	filius	noun	nominative	masculine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	20	Seir	Seir	proper_noun	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	20	Horrei	Horrei	noun	nominative	masculine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	20	habitatores	habitator	noun	nominative	masculine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	20	terrae	terra	noun	genitive	feminine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	20	Lotham	Lotham	punctuation	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	20	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	20	Sobal	Sobal	noun	nominative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	20	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	20	Sebeon	Sebeon	proper_noun	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	20	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	20	Anan	Anan	numeral	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	20	;	;	punctuation	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	21	Dison	Dison	noun	vocative	-	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	21	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	21	Eser	Eser	noun	nominative	masculine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	21	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	21	Disan	Disan	noun	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	21	hii	hius	adjective	nominative	masculine	-	plural	-	positive	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	21	duces	dux	noun	nominative	masculine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	21	Horrei	Horrei	noun	nominative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	21	filii	filius	noun	genitive	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	21	Seir	Seir	proper_noun	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	21	in	in	adposition	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	21	terra	terra	noun	ablative	feminine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	21	Edom	Edom	proper_noun	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	21	;	;	punctuation	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	22	facti	facio	verb	nominative	masculine	-	plural	-	positive	-	participle	past	-	perfective	passive	-	-	-	-	-	-
Genesis	36	22	sunt	sum	auxiliary	-	-	-	plural	-	-	-	finite	present	indicative	-	active	third	-	-	-	-	-
Genesis	36	22	autem	autem	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	22	filii	filius	noun	nominative	masculine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	22	Lotham	Lotham	noun	genitive	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	22	Horrei	Horrei	noun	genitive	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	22	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	22	Heman	Heman	proper_noun	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	22	erat	sum	auxiliary	-	-	-	singular	-	-	-	finite	past	indicative	imperfective	active	third	-	-	-	-	-
Genesis	36	22	autem	autem	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	22	soror	soror	noun	nominative	feminine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	22	Lotham	Lotham	noun	genitive	feminine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	22	Thamna	Thamna	noun	nominative	feminine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	22	;	;	punctuation	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	23	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	23	isti	iste	pronoun	nominative	masculine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	23	filii	filius	noun	nominative	masculine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	23	Sobal	Sobal	noun	nominative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	23	Alvam	Alvam	verb	-	-	-	singular	-	-	-	finite	present	indicative	imperfective	active	third	-	-	-	-	-
Genesis	36	23	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	23	Maneeth	Maneeth	verb	-	-	-	singular	-	-	-	finite	future	indicative	imperfective	active	third	-	-	-	-	-
Genesis	36	23	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	23	Hebal	Hebal	verb	-	-	-	singular	-	-	-	finite	present	imperative	imperfective	active	second	-	-	-	-	-
Genesis	36	23	Sephi	Sephi	punctuation	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	23	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	23	Onam	Onam	proper_noun	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	23	;	;	punctuation	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	24	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	24	hii	hic	noun	nominative	masculine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	24	filii	filius	noun	nominative	masculine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	24	Sebeon	Sebeon	proper_noun	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	24	Ahaia	Ahaia	punctuation	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	24	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	24	Anam	Anam	noun	nominative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	24	iste	iste	pronoun	nominative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	24	est	sum	auxiliary	-	-	-	singular	-	-	-	finite	present	indicative	-	active	third	-	-	-	-	-
Genesis	36	24	Ana	Ana	numeral	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	24	qui	qui	pronoun	nominative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	24	invenit	invenit	verb	-	-	-	singular	-	-	-	finite	present	indicative	imperfective	active	third	-	-	-	-	-
Genesis	36	24	aquas	aqua	noun	accusative	feminine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	24	calidas	calidus	adjective	accusative	feminine	-	plural	-	positive	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	24	in	in	adposition	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	24	solitudine	solitudo	noun	ablative	feminine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	24	cum	cum	subordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	24	pasceret	pasco	verb	-	-	-	singular	-	-	-	finite	past	subjunctive	imperfective	active	third	-	-	-	-	-
Genesis	36	24	asinos	asinus	noun	accusative	masculine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	24	Sebeon	Sebeon	proper_noun	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	24	patris	pater	noun	genitive	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	24	sui	suus	determiner	genitive	masculine	-	singular	-	-	-	-	-	-	-	-	psor	-	-	-	-	-
Genesis	36	24	;	;	punctuation	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	25	habuitque	habeo	verb	-	-	-	singular	-	-	-	finite	past	indicative	perfective	active	third	-	-	-	-	-
Genesis	36	25	filium	filius	noun	accusative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	25	Disan	Disan	proper_noun	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	25	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	25	filiam	filia	noun	accusative	feminine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	25	Oolibama	Oolibamus	proper_noun	genitive	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	25	;	;	punctuation	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	26	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	26	isti	iste	pronoun	nominative	masculine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	26	filii	filius	noun	nominative	masculine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	26	Disan	Disan	proper_noun	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	26	Amdan	Amdan	verb	-	-	-	plural	-	-	-	finite	present	indicative	imperfective	active	third	-	-	-	-	-
Genesis	36	26	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	26	Esban	Esban	verb	-	-	-	plural	-	-	-	finite	present	indicative	imperfective	active	second	-	-	-	-	-
Genesis	36	26	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	26	Iethran	Iethran	verb	-	-	-	plural	-	-	-	finite	present	indicative	imperfective	active	second	-	-	-	-	-
Genesis	36	26	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	26	Charan	Charan	noun	nominative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	26	;	;	punctuation	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	27	hii	hic	noun	nominative	masculine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	27	quoque	quoque	adverb	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	27	filii	filius	noun	nominative	masculine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	27	Eser	Eser	noun	nominative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	27	Balaan	Balaan	noun	genitive	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	27	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	27	Zevan	Zevan	noun	nominative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	27	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	27	Acham	Acham	verb	-	-	-	plural	-	-	-	finite	present	indicative	imperfective	active	second	-	-	-	-	-
Genesis	36	27	;	;	punctuation	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	28	habuit	habeo	verb	-	-	-	singular	-	-	-	finite	past	indicative	perfective	active	third	-	-	-	-	-
Genesis	36	28	autem	autem	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	28	filios	filius	noun	accusative	masculine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	28	Disan	Disan	proper_noun	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	28	Hus	Hus	proper_noun	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	28	et	et	coordinating_conjunction	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	28	Aran	Aran	proper_noun	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	28	;	;	punctuation	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	29	isti	iste	determiner	nominative	masculine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	29	duces	dux	noun	nominative	masculine	-	plural	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	29	Horreorum	Horreorum	adjective	genitive	masculine	-	plural	-	positive	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	29	dux	dux	noun	nominative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	29	Lothan	Lothan	punctuation	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	29	dux	dux	noun	nominative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	29	Sobal	Sobal	noun	genitive	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	29	dux	dux	noun	nominative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	29	Sebeon	Sebeon	proper_noun	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	29	dux	dux	noun	nominative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	29	Ana	Ana	numeral	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	29	;	;	punctuation	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	30	dux	dux	noun	nominative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	30	Dison	Dison	noun	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Genesis	36	30	dux	dux	noun	nominative	masculine	-	singular	-	-	-	-	-	-	-	-	-	-	-	-	-	-
